age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
39,Private,79322,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,20,1,40,United-States,<=50K
37,Federal-gov,50587,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,70536,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,49,United-States,<=50K
20,Private,209183,10th,6,Never-married,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K
52,?,127321,HS-grad,9,Married-AF-spouse,Adm-clerical,Not-in-family,White,Female,15,0,40,United-States,>50K
19,Private,224603,11th,7,Never-married,Other-service,Own-child,White,Female,30,0,28,United-States,<=50K
26,Federal-gov,84671,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,26,0,40,United-States,<=50K
17,Private,236851,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,26,0,40,United-States,<=50K
46,Private,167665,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,21,1,49,United-States,>50K
53,Local-gov,190082,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,27,0,40,United-States,<=50K
37,Private,183455,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,14,0,49,United-States,<=50K
49,Local-gov,242393,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,37,0,40,United-States,>50K
68,Self-emp-not-inc,290956,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,4203,0,40,United-States,<=50K
19,?,138285,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Other,Female,32,0,40,Dominican-Republic,<=50K
49,Private,109809,9th,4,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Taiwan,<=50K
32,Private,119400,9th,9,Widowed,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,35,0,40,Taiwan,<=50K
59,Local-gov,124526,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,52,0,36,United-States,<=50K
28,Private,188671,5th-6th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3,1,40,China,<=50K
68,Federal-gov,264254,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,14448,0,32,United-States,>50K
24,Private,121414,Bachelors,13,Never-married,Sales,Own-child,White,Male,22,0,40,United-States,<=50K
42,Federal-gov,141528,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7908,0,33,United-States,>50K
24,Private,213858,11th,5,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,1,0,40,India,<=50K
29,Private,563298,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,5,0,58,Vietnam,<=50K
51,Private,182210,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,22,0,40,United-States,<=50K
55,Private,189284,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,8,0,40,United-States,<=50K
57,Self-emp-not-inc,156701,7th-8th,5,Divorced,Farming-fishing,Not-in-family,White,Female,40,1,35,United-States,<=50K
34,Private,232702,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1787,49,?,>50K
73,Self-emp-not-inc,484633,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,22,0,40,United-States,<=50K
42,Self-emp-not-inc,123618,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,10,0,40,United-States,<=50K
35,Private,58180,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,21,0,40,United-States,<=50K
28,Private,39891,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
20,?,92251,Bachelors,13,Never-married,?,Not-in-family,White,Female,1,0,40,United-States,<=50K
40,Private,199294,HS-grad,9,Separated,Transport-moving,Wife,Black,Female,19,0,40,Puerto-Rico,<=50K
55,Self-emp-not-inc,39237,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,7,0,40,United-States,<=50K
26,Private,207265,Some-college,10,Never-married,Other-service,Other-relative,White,Female,37,0,40,United-States,<=50K
27,Private,37938,9th,4,Never-married,Farming-fishing,Not-in-family,White,Male,27,0,36,United-States,<=50K
21,Private,199741,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,31,0,40,United-States,<=50K
40,Self-emp-inc,82365,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,43,0,40,Taiwan,>50K
39,Private,178678,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,7,0,33,United-States,<=50K
48,Local-gov,118103,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Female,34,0,40,United-States,>50K
62,Private,157168,10th,6,Married-spouse-absent,Priv-house-serv,Other-relative,White,Female,22,0,33,United-States,<=50K
20,Self-emp-not-inc,110567,9th,4,Never-married,Sales,Own-child,Black,Female,10,0,19,United-States,<=50K
20,Private,181842,10th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,31,0,29,United-States,<=50K
60,?,138270,HS-grad,9,Married-AF-spouse,?,Wife,Black,Female,0,0,15,United-States,<=50K
26,Self-emp-inc,374395,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
53,?,155883,HS-grad,9,Married-AF-spouse,?,Wife,White,Female,13,0,36,United-States,<=50K
19,Private,214245,Bachelors,13,Never-married,Adm-clerical,Other-relative,Other,Male,0,1,40,Mexico,<=50K
27,Private,308601,HS-grad,9,Never-married,Other-service,Own-child,White,Female,28,0,40,Mexico,<=50K
36,Private,341748,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,19,0,40,United-States,>50K
36,Private,106194,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,1,40,Greece,<=50K
44,Private,193265,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,33,0,40,United-States,>50K
29,Without-pay,132648,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-not-inc,75666,10th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,11,1,49,United-States,>50K
23,Private,274725,Bachelors,13,Never-married,Protective-serv,Other-relative,White,Male,10,0,40,United-States,<=50K
44,Self-emp-not-inc,372037,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,23,0,9,United-States,<=50K
23,Private,149999,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,0,50,United-States,<=50K
68,Private,142902,10th,6,Divorced,Transport-moving,Not-in-family,White,Female,39,0,20,United-States,<=50K
30,Private,89512,HS-grad,7,Separated,Machine-op-inspct,Unmarried,Black,Female,17,0,40,United-States,<=50K
46,Private,170760,9th,9,Separated,Priv-house-serv,Unmarried,White,Female,23,0,40,United-States,<=50K
37,Federal-gov,187150,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,40,United-States,>50K
41,Private,223712,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,21,0,40,United-States,<=50K
51,Private,115684,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,0,40,?,>50K
21,?,112793,10th,7,Never-married,?,Not-in-family,White,Male,41,0,34,United-States,<=50K
56,Local-gov,469691,10th,6,Married-civ-spouse,Protective-serv,Own-child,White,Female,18,0,32,United-States,<=50K
37,Private,55838,HS-grad,9,Never-married,Sales,Not-in-family,Other,Male,45,0,21,Greece,<=50K
37,State-gov,150188,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,37,0,40,Canada,<=50K
44,Private,179204,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,29,0,40,United-States,<=50K
44,Federal-gov,179385,HS-grad,9,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,37,0,40,United-States,<=50K
28,?,205916,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,151692,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,10,0,49,United-States,<=50K
84,Local-gov,124515,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,17,0,40,India,<=50K
55,Local-gov,241121,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,12,0,45,United-States,>50K
55,Private,31109,1st-4th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,34,0,40,United-States,>50K
21,Private,218646,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Other,Female,32,0,40,United-States,<=50K
27,State-gov,111976,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
37,Private,23069,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
30,Private,174428,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,23,0,40,United-States,>50K
43,Private,35843,Some-college,10,Never-married,Prof-specialty,Unmarried,Black,Female,6,0,8,United-States,<=50K
63,Private,131364,HS-grad,9,Separated,Sales,Unmarried,Black,Female,11,0,49,United-States,<=50K
34,Self-emp-not-inc,230324,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,18,0,21,?,<=50K
34,Private,80548,1st-4th,4,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
36,Private,260330,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,9,0,50,United-States,>50K
25,Local-gov,329754,12th,7,Never-married,Handlers-cleaners,Own-child,Black,Female,26,1,38,Trinadad&Tobago,<=50K
25,Private,187135,Some-college,12,Never-married,Sales,Own-child,White,Male,18,0,35,United-States,<=50K
51,State-gov,346856,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,0,73,United-States,<=50K
42,Private,111590,7th-8th,5,Separated,Adm-clerical,Unmarried,White,Female,26,0,36,United-States,<=50K
49,Private,157443,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,45,United-States,>50K
33,Local-gov,262878,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
35,Private,108454,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,17,0,33,United-States,<=50K
38,Private,50537,11th,7,Divorced,Machine-op-inspct,Husband,White,Female,26,0,40,United-States,<=50K
65,Private,111539,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Black,Male,16,1,40,United-States,<=50K
36,Local-gov,40228,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,263842,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,45,United-States,>50K
43,Self-emp-not-inc,111903,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,24,0,37,United-States,<=50K
39,Local-gov,30966,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7821,0,60,United-States,>50K
56,Private,111504,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,28,0,50,United-States,>50K
54,Federal-gov,97524,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,27,0,58,United-States,>50K
39,Private,117914,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,19,1,40,United-States,<=50K
61,Local-gov,317645,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,29,0,40,United-States,<=50K
22,Self-emp-not-inc,182485,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,23,0,33,United-States,<=50K
42,Private,222720,1st-4th,4,Never-married,Farming-fishing,Other-relative,White,Male,36,0,70,United-States,<=50K
41,Local-gov,210489,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,3954,1,40,United-States,>50K
50,Private,242484,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,7597,0,40,United-States,<=50K
43,State-gov,146734,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,5,2123,64,China,<=50K
42,Private,183912,1st-4th,4,Separated,Other-service,Unmarried,Black,Female,21,0,50,United-States,<=50K
59,Private,75476,Assoc-acdm,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,22,0,50,United-States,<=50K
52,Private,295397,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
75,?,137991,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
67,Local-gov,255161,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,7604,1,40,United-States,<=50K
60,Private,102605,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15,0,40,United-States,<=50K
22,Private,100234,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,12,0,11,United-States,<=50K
39,Private,60546,Assoc-acdm,12,Widowed,Prof-specialty,Not-in-family,White,Female,5,1,50,United-States,<=50K
70,Private,30814,Some-college,10,Divorced,?,Not-in-family,White,Female,4,0,38,United-States,<=50K
37,Private,200712,HS-grad,9,Separated,Sales,Unmarried,Black,Male,28,0,40,United-States,<=50K
52,Private,156077,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,17,0,40,United-States,<=50K
21,?,35402,Some-college,10,Divorced,?,Unmarried,White,Female,39,0,12,United-States,<=50K
34,State-gov,532576,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,7528,1,50,United-States,>50K
25,Self-emp-inc,155856,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,25,0,40,Canada,<=50K
47,Private,170846,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,19,0,40,United-States,<=50K
44,Local-gov,479729,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0,50,United-States,>50K
21,?,35357,Some-college,10,Never-married,?,Own-child,White,Female,21,1,17,United-States,<=50K
54,Private,350041,Assoc-acdm,10,Married-civ-spouse,Sales,Husband,White,Male,28,0,40,United-States,>50K
23,Private,190184,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,13,0,40,United-States,>50K
23,Private,288472,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,18,0,49,United-States,<=50K
26,Private,256578,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,4,0,40,Guatemala,<=50K
34,?,187334,Some-college,10,Never-married,?,Not-in-family,White,Female,3807,0,40,United-States,<=50K
42,Federal-gov,110199,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
23,?,155252,Some-college,10,Separated,?,Not-in-family,White,Male,3,0,33,United-States,<=50K
31,Private,242624,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,5,0,40,United-States,<=50K
34,Private,126242,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,9,0,50,Cuba,<=50K
22,Private,40293,Some-college,10,Never-married,Sales,Own-child,White,Male,3619,0,18,United-States,<=50K
67,Private,41154,Some-college,10,Never-married,?,Other-relative,White,Female,13,0,36,United-States,<=50K
32,?,241332,Bachelors,13,Married-AF-spouse,Exec-managerial,Wife,White,Female,11,1,40,United-States,>50K
25,Private,103306,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,26,0,32,United-States,<=50K
64,Private,135179,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Female,1,0,40,United-States,<=50K
30,Federal-gov,133581,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,40,United-States,>50K
45,Private,302066,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,21,0,40,United-States,>50K
29,Self-emp-not-inc,177546,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,11,0,71,United-States,<=50K
45,Private,201629,Assoc-voc,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,36,Vietnam,<=50K
56,Local-gov,304217,Masters,14,Married-civ-spouse,Protective-serv,Wife,White,Male,8,0,40,United-States,<=50K
28,Private,202731,HS-grad,9,Never-married,Sales,Own-child,White,Male,13,0,64,United-States,<=50K
32,State-gov,362003,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,30,0,40,Mexico,<=50K
25,Local-gov,188645,HS-grad,9,Never-married,Sales,Unmarried,White,Female,13,0,40,United-States,<=50K
28,Private,170551,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,1,50,Greece,>50K
70,Self-emp-inc,41784,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,0,50,United-States,>50K
70,Private,160025,Some-college,10,Never-married,Other-service,Other-relative,Black,Female,1,0,40,United-States,<=50K
19,Private,295082,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,4,0,20,United-States,<=50K
45,Federal-gov,221967,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7684,1,40,United-States,>50K
50,Self-emp-not-inc,86325,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,39,0,40,Mexico,<=50K
48,Self-emp-not-inc,203154,7th-8th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,0,50,Dominican-Republic,<=50K
57,Self-emp-inc,151955,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K
42,Private,152362,Some-college,10,Widowed,?,Not-in-family,White,Female,28,0,40,United-States,<=50K
26,Private,242293,HS-grad,9,Never-married,Tech-support,Wife,White,Female,13,0,40,United-States,<=50K
66,State-gov,221431,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Female,30,1,50,United-States,<=50K
28,Private,160410,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,Other,Female,0,0,36,Iran,<=50K
29,Private,326571,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,12,1,40,Philippines,<=50K
55,Local-gov,346640,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,40,United-States,>50K
24,Private,195314,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,14,1,40,Greece,<=50K
35,Federal-gov,82461,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,17,0,49,United-States,>50K
48,Local-gov,129653,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Local-gov,100145,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,1,50,?,>50K
21,Private,141576,Bachelors,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,62960,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,17,0,49,?,>50K
60,Private,315935,9th,5,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,0,0,36,Germany,<=50K
66,Self-emp-not-inc,47072,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,49,United-States,<=50K
68,Private,189618,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1,40,United-States,<=50K
70,Private,134169,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,0,40,United-States,>50K
47,Private,237302,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,14,0,40,United-States,<=50K
61,Private,305723,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,29,0,40,United-States,<=50K
56,Local-gov,196445,9th,4,Divorced,Handlers-cleaners,Not-in-family,White,Female,16,0,34,United-States,<=50K
18,Private,143986,10th,6,Widowed,Other-service,Own-child,White,Female,30,1,33,United-States,<=50K
47,Private,199658,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,7545,0,45,United-States,<=50K
